7654.576,[ 2.32970381 -0.52358705 -1.7453149  -2.09441168  0.52357173  1.04718757],[ 0.25727241  0.17087836  0.62941611 -2.02907889  0.50992138 -0.45621604],[ 0.02652041 -0.03992881  0.          0.          0.         -0.15520051]
7654.584,[ 2.32844687 -0.52358705 -1.74532634 -2.09439975  0.52359569  1.04724753],[ 0.25748655  0.17055426  0.62940557 -2.02886424  0.51128225 -0.45692249],[ 0.0269999  -0.04076188  0.          0.          0.         -0.15830682]
7654.592,[ 2.3272016  -0.52357513 -1.7453149  -2.09436399  0.52354771  1.04719961],[ 0.25770609  0.17022642  0.6294222  -2.02859528  0.51255586 -0.45768045],[ 0.02735927 -0.04141925  0.          0.          0.         -0.16072284]
7654.599999999999,[ 2.3259089  -0.52361089 -1.7453149  -2.09438783  0.52360767  1.04715168],[ 0.25790733  0.1699141   0.62941433 -2.02847066  0.5138148  -0.45850528],[ 0.02799761 -0.04249671  0.          0.          0.         -0.1647751 ]
7654.607999999999,[ 2.32457972 -0.52362281 -1.74529058 -2.09437591  0.52357173  1.04719961],[ 0.25813812  0.16956456  0.62942726 -2.02818057  0.5152522  -0.45928024],[ 0.02872251 -0.04372597  0.          0.          0.         -0.16938983]
7654.616,[ 2.32319069 -0.52361089 -1.74532634 -2.09439975  0.52353573  1.04722357],[ 0.25837207  0.16920659  0.62941909 -2.02792161  0.51669052 -0.46017268],[ 0.02943839 -0.04495131  0.          0.          0.         -0.17397898]
7654.624,[ 2.32186198 -0.52358705 -1.74532634 -2.09443599  0.52357173  1.04721153],[ 0.25860266  0.16885713  0.62940964 -2.02773253  0.51804721 -0.46096939],[ 0.03028849 -0.04638646  0.          0.          0.         -0.17937349]
7654.632,[ 2.32040143 -0.52361089 -1.74532634 -2.09441168  0.52357173  1.04719961],[ 0.2588401   0.16848904  0.62941311 -2.02748118  0.51954801 -0.46185773],[ 0.03093754 -0.04752757  0.          0.          0.         -0.1836175 ]
7654.639999999999,[ 2.3189528  -0.52362281 -1.7453149  -2.09437591  0.52352375  1.04718757],[ 0.2590842   0.16811361  0.62942902 -2.02717149  0.5210552  -0.4627387 ],[ 0.0314166  -0.04841693  0.          0.          0.         -0.18687722]
7654.647999999999,[ 2.3173728  -0.52364666 -1.74532634 -2.09439975  0.52355969  1.04717565],[ 0.25933567  0.16771938  0.62941929 -2.02695811  0.52264826 -0.46373015],[ 0.03198184 -0.04945184  0.          0.          0.         -0.1906866 ]
7654.656,[ 2.31585217 -0.52359897 -1.7453149  -2.09441168  0.52357173  1.04719961],[ 0.25961083  0.1673023   0.62941607 -2.02666948  0.5242704  -0.46458131],[ 0.03244339 -0.05034393  0.          0.          0.         -0.19392075]
7654.664,[ 2.31426024 -0.52358705 -1.74527866 -2.09438783  0.52354771  1.04721153],[ 0.25989125  0.16687282  0.62943207 -2.02632712  0.52596779 -0.46548392],[ 0.03242196 -0.05049465  0.          0.          0.         -0.19429146]
7654.672,[ 2.31263161 -0.52359897 -1.74532634 -2.0944236   0.52353573  1.04719961],[ 0.26014706  0.16646649  0.62941828 -2.02607657  0.52759349 -0.46657013],[ 0.0329963  -0.05156528  0.          0.          0.         -0.19821589]
7654.679999999999,[ 2.31102753 -0.52358705 -1.74527866 -2.09437591  0.52353573  1.04719961],[ 0.26042949  0.16603181  0.62943567 -2.0257385   0.52930912 -0.46743828],[ 0.03382702 -0.05305944  0.          0.          0.         -0.20373821]
7654.688,[ 2.30933928 -0.52358705 -1.74532634 -2.09439975  0.52354771  1.04718757],[ 0.26069739  0.16560536  0.62941764 -2.02548521  0.53100815 -0.46852205],[ 0.03440063 -0.05415377  0.          0.          0.         -0.20772657]
7654.696,[ 2.3076632  -0.52359897 -1.7453149  -2.09434015  0.52357173  1.04721153],[ 0.26097398  0.1651685   0.62941994 -2.02516804  0.53279687 -0.46944748],[ 0.03494541 -0.05521539  0.          0.          0.         -0.2115743 ]
