7867.143999999999,[ 0.93249404 -0.47832853 -1.0893057  -1.13107282 -0.30261404  1.04805231],[-0.12845758 -0.57582087  0.67732211  0.69687964  1.61533721 -0.74798095],[-0.00250648  0.00822746  0.0065348  -0.03028262  0.01895881 -0.00866565]
7867.152,[ 0.93238622 -0.47834045 -1.08942539 -1.13119251 -0.30236274  1.04804039],[-0.12844146 -0.5757624   0.6773818   0.69656061  1.61530236 -0.7481337 ],[ 0.0016207   0.00994472  0.01308269 -0.05799888  0.0246762   0.0133049 ]
7867.16,[ 0.93225437 -0.47840053 -1.08958131 -1.13145572 -0.30235082  1.04805231],[-0.12845723 -0.57566734  0.67748127  0.69631682  1.61533892 -0.74863603],[-0.00237333  0.00982505  0.00770102 -0.03159742  0.01933603 -0.00951007]
7867.168,[ 0.932087   -0.47841245 -1.08971244 -1.13155204 -0.30212337  1.04808867],[-0.12847492 -0.57559545  0.67753389  0.69611468  1.61527109 -0.74880117],[ 0.00177618  0.00974009  0.01110551 -0.05059232  0.0186761   0.01440665]
7867.1759999999995,[ 0.93195516 -0.4784363  -1.08990461 -1.13179142 -0.30203945  1.04805231],[-0.12848364 -0.5755078   0.67762359  0.69578989  1.61531034 -0.74927275],[-0.00192732  0.00936727  0.00733257 -0.03352553  0.01795222 -0.00495936]
7867.183999999999,[ 0.93182331 -0.47842437 -1.09004814 -1.13182718 -0.30188352  1.04808867],[-0.1284996  -0.57544834  0.67765172  0.6956722   1.61525502 -0.74939297],[ 0.00080079  0.00917356  0.00933351 -0.043774    0.01393538  0.01323541]
7867.192,[ 0.93169147 -0.47842437 -1.09019214 -1.13209039 -0.30173952  1.04810059],[-0.12851448 -0.57538435  0.67772403  0.69536812  1.6152519  -0.74974963],[-0.00279473  0.00951085  0.00785894 -0.03726674  0.02012651 -0.00566052]
7867.2,[ 0.93152374 -0.47841245 -1.09038383 -1.13221008 -0.30165559  1.04802835],[-0.12855804 -0.5753108   0.67777802  0.69516222  1.61527405 -0.75013569],[-0.00083425  0.00980813  0.00825401 -0.0391703   0.01610279  0.00345097]
7867.208,[ 0.93136793 -0.4784363  -1.09058744 -1.13246185 -0.30144006  1.04804039],[-0.12855108 -0.57521309  0.6778748   0.69476391  1.61526129 -0.75052879],[-0.00300264  0.00975959  0.0084942  -0.04056833  0.02151523 -0.00493426]
7867.215999999999,[ 0.9312005  -0.47846014 -1.09071953 -1.13258154 -0.30136806  1.04804039],[-0.12859475 -0.57513809  0.67793201  0.69464067  1.6152496  -0.75084859],[-0.00172329  0.01018356  0.00837153 -0.03982965  0.01798891  0.00007905]
7867.223999999999,[ 0.9310447  -0.47842437 -1.09089929 -1.13279659 -0.30116445  1.04807663],[-0.1286153  -0.57507494  0.67798436  0.69435997  1.61520938 -0.75112541],[-0.00252961  0.00997136  0.00986392 -0.04727661  0.02227909  0.00065009]
7867.232,[ 0.93087697 -0.4784363  -1.0911029  -1.13294012 -0.30112869  1.04806471],[-0.1286538  -0.57498379  0.67804942  0.69419711  1.61522411 -0.75155013],[-0.00461754  0.01013872  0.00779847 -0.03728802  0.02382836 -0.0134293 ]
7867.24,[ 0.93072116 -0.47842437 -1.0912593  -1.13315612 -0.30087692  1.04802835],[-0.1286657  -0.57491981  0.67811934  0.69381869  1.61520706 -0.7518509 ],[-0.00135165  0.01027551  0.00950397 -0.04540011  0.01891447  0.00447215]
7867.248,[ 0.93050581 -0.47844822 -1.09145052 -1.13329918 -0.30078108  1.04800439],[-0.12871959 -0.5748209   0.67819293  0.69363641  1.61520304 -0.75228071],[-0.00329263  0.01077765  0.00822737 -0.03935165  0.01762708 -0.00283528]
7867.255999999999,[ 0.93038595 -0.4784363  -1.09160644 -1.13347894 -0.30050546  1.04805231],[-0.12870267 -0.57475748  0.67825152  0.69329818  1.61514544 -0.75244706],[-0.00199323  0.01110203  0.00967574 -0.04674021  0.02188666  0.0002656 ]
7867.263999999999,[ 0.9301942  -0.47846014 -1.09184581 -1.13362295 -0.3004101   1.04807663],[-0.12872956 -0.57464408  0.67832908  0.69309644  1.61513314 -0.7528683 ],[-0.00271717  0.01096641  0.00825446 -0.0397107   0.01636929 -0.00031354]
7867.272,[ 0.92997885 -0.47846014 -1.09202558 -1.13381416 -0.3001464   1.04807663],[-0.12876203 -0.57455755  0.67840285  0.69277847  1.61508484 -0.75318762],[-0.00359547  0.01148901  0.00940666 -0.04556855  0.02250195 -0.00430042]
7867.28,[ 0.92973953 -0.47848446 -1.09222919 -1.13395816 -0.30005056  1.04802835],[-0.12882751 -0.5744525   0.67848066  0.69258778  1.61508869 -0.75366454],[-0.00211457  0.01172146  0.00900817 -0.04347188  0.01839133  0.00073971]
