7608.7919999999995,[ 0.17456409 -0.52355081 -1.74536258 -2.09437591  0.52357173  1.04716361],[ 0.00059773 -0.30885049  0.62940277 -0.63367708  2.5128635  -1.54427707],[0. 0. 0. 0. 0. 0.]
7608.799999999999,[ 0.17450418 -0.52355081 -1.74533874 -2.09438783  0.52358371  1.04716361],[ 0.00057265 -0.30885175  0.62940733 -0.6336015   2.51290377 -1.544277  ],[0. 0. 0. 0. 0. 0.]
7608.808,[ 0.17451616 -0.52353889 -1.7453149  -2.09439975  0.52353573  1.04719961],[ 0.00055637 -0.30885464  0.62942019 -0.63352399  2.51285713 -1.5443188 ],[0. 0. 0. 0. 0. 0.]
7608.816,[ 0.17451616 -0.52357513 -1.7453149  -2.09438783  0.52354771  1.04717565],[ 0.00057818 -0.30885115  0.62942202 -0.63358428  2.51287887 -1.54431792],[0. 0. 0. 0. 0. 0.]
7608.824,[ 0.17451616 -0.52355081 -1.7453025  -2.09441168  0.52355969  1.04718757],[ 0.00056164 -0.30885396  0.62942027 -0.63356116  2.51287558 -1.54429374],[0. 0. 0. 0. 0. 0.]
7608.831999999999,[ 0.17456409 -0.52356273 -1.7453149  -2.0944236   0.52357173  1.04721153],[ 0.0005858  -0.30885199  0.62941273 -0.63362341  2.51286749 -1.54426461],[0. 0. 0. 0. 0. 0.]
7608.839999999999,[ 0.17451616 -0.52356273 -1.74529058 -2.09444791  0.52357173  1.04717565],[ 0.00056691 -0.30885324  0.62942083 -0.63361644  2.51290373 -1.5442923 ],[0. 0. 0. 0. 0. 0.]
7608.848,[ 0.17452815 -0.52356273 -1.74533874 -2.09437591  0.52357173  1.04718757],[ 0.00058321 -0.30885081  0.62940958 -0.63359176  2.51287994 -1.54427736],[0. 0. 0. 0. 0. 0.]
7608.856,[ 0.17448021 -0.52353889 -1.7453149  -2.09441168  0.52354771  1.04715168],[ 0.00055053 -0.30885442  0.62941991 -0.63356348  2.51289827 -1.54433398],[0. 0. 0. 0. 0. 0.]
7608.864,[ 0.17451616 -0.52357513 -1.74532634 -2.09439975  0.52355969  1.04718757],[ 0.00058193 -0.30885036  0.62941482 -0.63359517  2.51289749 -1.54430484],[0. 0. 0. 0. 0. 0.]
7608.871999999999,[ 0.17451616 -0.52358705 -1.74532634 -2.09439975  0.52360767  1.04719961],[ 0.00059037 -0.30884887  0.62940605 -0.63361032  2.5129252  -1.54423943],[0. 0. 0. 0. 0. 0.]
7608.88,[ 0.17454013 -0.52356273 -1.74533874 -2.09437591  0.52358371  1.04719961],[ 0.00058665 -0.30885073  0.62940673 -0.63359441  2.51287601 -1.54425316],[0. 0. 0. 0. 0. 0.]
7608.888,[ 0.17454013 -0.52355081 -1.74533874 -2.09441168  0.52358371  1.04718757],[ 0.0005823  -0.30885166  0.62940449 -0.63363315  2.51289127 -1.54426434],[0. 0. 0. 0. 0. 0.]
7608.896,[ 0.17454013 -0.52358705 -1.74535066 -2.09439975  0.52353573  1.04719961],[ 0.00060087 -0.30884805  0.6294115  -0.63363058  2.51289105 -1.54433644],[0. 0. 0. 0. 0. 0.]
7608.9039999999995,[ 0.17452815 -0.52357513 -1.74536258 -2.09444791  0.52357173  1.04716361],[ 0.00060143 -0.3088479   0.6293995  -0.63372594  2.5129471  -1.54431814],[0. 0. 0. 0. 0. 0.]
7608.911999999999,[ 0.17456409 -0.52355081 -1.74533874 -2.09438783  0.52357173  1.04723549],[ 0.00058413 -0.30885194  0.62940553 -0.63356857  2.51285134 -1.54424953],[0. 0. 0. 0. 0. 0.]
7608.92,[ 0.17454013 -0.52357513 -1.74533874 -2.09438783  0.52354771  1.04718757],[ 0.00059222 -0.30884979  0.62941386 -0.63361834  2.51287557 -1.54431332],[0. 0. 0. 0. 0. 0.]
7608.928,[ 0.17454013 -0.52357513 -1.74532634 -2.09438783  0.52354771  1.04718757],[ 0.00058823 -0.3088505   0.62941776 -0.63360669  2.51286809 -1.54430952],[0. 0. 0. 0. 0. 0.]
7608.936,[ 0.17450418 -0.52356273 -1.74532634 -2.09441168  0.52357173  1.04717565],[ 0.00057378 -0.30885136  0.62941187 -0.63360209  2.51291179 -1.54429628],[0. 0. 0. 0. 0. 0.]
7608.9439999999995,[ 0.17457609 -0.52357513 -1.7453025  -2.09441168  0.52355969  1.04716361],[ 0.00059515 -0.3088516   0.6294229  -0.63368588  2.51284985 -1.54428921],[0. 0. 0. 0. 0. 0.]
7608.951999999999,[ 0.17451616 -0.52355081 -1.74533874 -2.0944236   0.52355969  1.04721153],[ 0.00057154 -0.30885186  0.62940679 -0.63357398  2.512903   -1.5443005 ],[0. 0. 0. 0. 0. 0.]
7608.96,[ 0.17454013 -0.52356273 -1.7453149  -2.09439975  0.52357173  1.04722357],[ 0.00057673 -0.30885214  0.62941357 -0.63355692  2.51286907 -1.54426135],[0. 0. 0. 0. 0. 0.]
7608.968,[ 0.17451616 -0.52357513 -1.74533874 -2.09438783  0.52357173  1.04717565],[ 0.00058744 -0.30884958  0.62941014 -0.63361684  2.51290393 -1.54429267],[0. 0. 0. 0. 0. 0.]
7608.976,[ 0.17452815 -0.52355081 -1.74532634 -2.09441168  0.52357173  1.04718757],[ 0.00057382 -0.30885248  0.62941058 -0.63360255  2.51288689 -1.54428075],[0. 0. 0. 0. 0. 0.]
7608.9839999999995,[ 0.17458807 -0.52359897 -1.74532634 -2.09439975  0.52355969  1.04716361],[ 0.00061888 -0.30884804  0.62941742 -0.63373333  2.51286304 -1.54429618],[0.0020372  0.00000408 0.         0.         0.         0.00659612]
7608.991999999999,[ 0.17468394 -0.52351505 -1.74533874 -2.09441168  0.52355969  1.04718757],[ 0.00060614 -0.30885513  0.62940697 -0.63375613  2.51275782 -1.54423833],[0.00354149 0.00000695 0.         0.         0.         0.01146651]
7609.0,[ 0.17471988 -0.52357513 -1.7453025  -2.0944236   0.52355969  1.04721153],[ 0.00063572 -0.30885155  0.62941948 -0.63379887  2.51275265 -1.54422923],[0.00456796 0.0000094  0.         0.         0.         0.01479013]
7609.008,[ 0.1748637  -0.52355081 -1.74532634 -2.09439975  0.52353573  1.04721153],[ 0.00067269 -0.30885267  0.62941656 -0.63393258  2.5126261  -1.54420671],[0.00558659 0.00001217 0.         0.         0.         0.01808819]
7609.016,[ 0.17503186 -0.52355081 -1.7453025  -2.09439975  0.52358371  1.04723549],[ 0.00071803 -0.30885357  0.62941399 -0.63409289  2.51251316 -1.54407064],[0.00749355 0.00001742 0.         0.         0.         0.02426246]
7609.023999999999,[ 0.17523558 -0.52355081 -1.74533874 -2.09439975  0.52357173  1.04719961],[ 0.00079495 -0.30885136  0.62940676 -0.63440653  2.5123889  -1.5440423 ],[0.00759615 0.00001955 0.         0.         0.         0.02459483]
