7691.616,0.00001198,-0.52356273,-1.74533874,-2.09441168,0.52355969,1.04721153,-0.05305384,-0.30426048,0.62940818,-0.42366694,2.62982057,-1.59816207,0.,0.,0.,0.,0.,0.
7691.624,0.00004794,-0.52363474,-1.7453025,-2.09438783,0.52355969,1.04717565,-0.05301347,-0.30426289,0.62942691,-0.42377212,2.62981407,-1.59816453,0.,0.,0.,0.,0.,0.
7691.632,0.00003595,-0.52356273,-1.7453025,-2.09438783,0.52357173,1.04718757,-0.05305618,-0.30426214,0.62942022,-0.42367979,2.62977208,-1.59813244,0.,0.,0.,0.,0.,0.
7691.639999999999,0.00001198,-0.52356273,-1.7453149,-2.09437591,0.52357173,1.04718757,-0.05305973,-0.30426086,0.62941708,-0.42365034,2.62978763,-1.59813942,0.,0.,0.,0.,0.,0.
7691.647999999999,0.00003595,-0.52362281,-1.7453149,-2.09438783,0.52355969,1.04718757,-0.05302051,-0.30426208,0.62942171,-0.42374115,2.62981948,-1.59816468,0.,0.,0.,0.,0.,0.
7691.656,0.00007191,-0.52361089,-1.74532634,-2.09437591,0.52358371,1.04719961,-0.05301202,-0.3042639,0.62941319,-0.42376721,2.62979532,-1.59811486,0.,0.,0.,0.,0.,0.
7691.664,0.00003595,-0.52357513,-1.74532634,-2.09437591,0.52357173,1.04717565,-0.05304099,-0.30426228,0.6294148,-0.42371842,2.62979219,-1.59814108,0.,0.,0.,0.,0.,0.
7691.672,0.00004794,-0.52359897,-1.74532634,-2.09439975,0.52357173,1.04718757,-0.05302487,-0.30426275,0.6294139,-0.4237603,2.62981662,-1.59814435,0.,0.,0.,0.,0.,0.
7691.679999999999,0.,-0.52361089,-1.74532634,-2.09435207,0.52354771,1.04717565,-0.05303486,-0.30426029,0.62942259,-0.42367521,2.62981344,-1.59818746,0.,0.,0.,0.,0.,0.
7691.688,0.00001198,-0.52358705,-1.7453149,-2.09437591,0.52355969,1.04719961,-0.05304845,-0.30426066,0.6294199,-0.42365121,2.62979758,-1.59815798,0.,0.,0.,0.,0.,0.
7691.696,0.00003595,-0.52358705,-1.7453149,-2.0944236,0.52358371,1.04716361,-0.05303521,-0.30426248,0.6294145,-0.42378354,2.62983479,-1.59813787,0.,0.,0.,0.,0.,0.
7691.704,0.00005992,-0.52362281,-1.74533874,-2.09436399,0.52355969,1.04718757,-0.05300605,-0.30426334,0.62941572,-0.42377102,2.6298042,-1.59815796,0.,0.,0.,0.,0.,0.
7691.7119999999995,0.00002397,-0.52359897,-1.74535066,-2.09436399,0.52357173,1.04717565,-0.05302413,-0.30426162,0.62940917,-0.42373647,2.62982604,-1.59815227,0.,0.,0.,0.,0.,0.
7691.719999999999,0.,-0.52358705,-1.74535066,-2.09438783,0.52357173,1.04716361,-0.05303619,-0.30426051,0.62940769,-0.42373414,2.62985245,-1.59816501,0.,0.,0.,0.,0.,0.
7691.728,0.00002397,-0.52362281,-1.7453025,-2.09436399,0.52355969,1.04719961,-0.05302988,-0.3042613,0.62942646,-0.42367651,2.6297983,-1.59815698,0.,0.,0.,0.,0.,0.
7691.736,0.00003595,-0.52361089,-1.74532634,-2.09438783,0.52353573,1.04718757,-0.05302479,-0.304262,0.62942184,-0.42373158,2.62980888,-1.59819809,0.,0.,0.,0.,0.,0.
7691.744,0.,-0.52363474,-1.74532634,-2.09438783,0.52358371,1.04718757,-0.05301969,-0.30426025,0.62941437,-0.42372678,2.6298695,-1.59814634,0.,0.,0.,0.,0.,0.
7691.7519999999995,0.00001198,-0.52361089,-1.7453025,-2.09439975,0.52357173,1.04719961,-0.05303821,-0.3042607,0.62942136,-0.42368794,2.62982833,-1.59814857,0.,0.,0.,0.,0.,0.
7691.759999999999,0.,-0.52359897,-1.74532634,-2.09438783,0.52357173,1.04716361,-0.05303772,-0.30426053,0.62941598,-0.42372281,2.62984352,-1.59816232,0.,0.,0.,0.,0.,0.
7691.768,0.,-0.52359897,-1.7453149,-2.09439975,0.52354771,1.04719961,-0.05304582,-0.30425998,0.62942121,-0.42366427,2.62982601,-1.59818568,0.,0.,0.,0.,0.,0.
7691.776,0.00003595,-0.52361089,-1.7453149,-2.09439975,0.52354771,1.04717565,-0.0530264,-0.3042622,0.62942317,-0.42375308,2.62981688,-1.5981848,0.,0.,0.,0.,0.,0.
7691.784,0.00003595,-0.52361089,-1.7453025,-2.09438783,0.52357173,1.04718757,-0.0530302,-0.30426213,0.62942279,-0.4237236,2.62980701,-1.59814266,0.,0.,0.,0.,0.,0.
7691.7919999999995,0.00001198,-0.52361089,-1.74532634,-2.09438783,0.52354771,1.04717565,-0.05303026,-0.30426093,0.62942032,-0.42372276,2.62983175,-1.59819157,0.,0.,0.,0.,0.,0.
7691.799999999999,0.00002397,-0.52362281,-1.74526674,-2.09438783,0.52355969,1.04717565,-0.05303889,-0.30426164,0.62943753,-0.42369879,2.62979481,-1.59816114,0.,0.,0.,0.,0.,0.
7691.808,0.00001198,-0.52362281,-1.74520666,-2.09436399,0.52359569,1.04718757,-0.05306146,-0.30426101,0.62945072,-0.42360461,2.62975455,-1.59809292,-0.00342453,-0.00000805,0.00329396,0.00002357,-0.01046939,-0.00000107
7691.816,0.00002397,-0.52364666,-1.74512321,-2.09441168,0.52355969,1.04721153,-0.05307542,-0.30426128,0.62948046,-0.42356175,2.62971803,-1.59813015,-0.00427362,-0.00001009,0.00411012,0.00002957,-0.01306437,-0.00000134
7691.824,0.00001198,-0.52361089,-1.74501545,-2.0944236,0.52357173,1.04718757,-0.05313045,-0.30426108,0.62951083,-0.42346466,2.62964066,-1.59809533,-0.00486805,-0.00001144,0.00468054,0.0000335,-0.01487958,-0.00000152
