7704.736,[ 0.00001198 -0.52361089 -1.22177154 -2.0944236   0.52358371  1.04717565],[-0.25869615 -0.30473564  0.74292051  0.0038536   2.23060868 -1.45804981],[0. 0. 0. 0. 0. 0.]
7704.744,[ 0.00001198 -0.52361089 -1.22174722 -2.09437591  0.52355969  1.04713964],[-0.25871135 -0.30473608  0.74293141  0.00388151  2.23055697 -1.45807323],[0. 0. 0. 0. 0. 0.]
7704.7519999999995,[ 0.00002397 -0.52361089 -1.22178346 -2.09439975  0.52357173  1.04716361],[-0.25868976 -0.30473886  0.74292279  0.00384325  2.23059645 -1.45805961],[0. 0. 0. 0. 0. 0.]
7704.759999999999,[ 0.00001198 -0.52363474 -1.22177154 -2.0944236   0.52358371  1.04716361],[-0.25868002 -0.3047358   0.74292778  0.00382285  2.23063146 -1.45806359],[0. 0. 0. 0. 0. 0.]
7704.768,[ 0.00002397 -0.52362281 -1.22175914 -2.09438783  0.52354771  1.04712772],[-0.25869524 -0.30473928  0.74293528  0.00383651  2.23058273 -1.45809779],[0. 0. 0. 0. 0. 0.]
7704.776,[ 0.00001198 -0.52362281 -1.22177154 -2.09441168  0.52357173  1.04715168],[-0.25868968 -0.30473592  0.74292777  0.00383466  2.23061338 -1.45807587],[0. 0. 0. 0. 0. 0.]
7704.784,[ 0.00001198 -0.52358705 -1.22177154 -2.0944236   0.52358371  1.04712772],[-0.25870948 -0.30473629  0.7429187   0.00381751  2.23060459 -1.45806758],[0. 0. 0. 0. 0. 0.]
7704.7919999999995,[-0.00001175 -0.52357513 -1.22177154 -2.09437591  0.52357173  1.04717565],[-0.25873111 -0.30472948  0.74291473  0.00394862  2.23054666 -1.45804975],[0. 0. 0. 0. 0. 0.]
7704.799999999999,[ 0.00002397 -0.52361089 -1.22178346 -2.09441168  0.52359569  1.04715168],[-0.258685   -0.30473909  0.74292039  0.00380581  2.23061522 -1.45804273],[0. 0. 0. 0. 0. 0.]
7704.808,[ 0.00001198 -0.52362281 -1.22175914 -2.09437591  0.52357173  1.04719961],[-0.25869932 -0.3047353   0.74292625  0.00392323  2.23056007 -1.45803566],[0. 0. 0. 0. 0. 0.]
7704.816,[ 0.00001198 -0.52358705 -1.22177154 -2.09438783  0.52354771  1.04712772],[-0.25871678 -0.30473618  0.74292467  0.00386684  2.23056775 -1.45809682],[0. 0. 0. 0. 0. 0.]
7704.824,[ 0.00001198 -0.52361089 -1.22180731 -2.09438783  0.52357173  1.04717565],[-0.25868412 -0.30473557  0.7429196   0.00386137  2.23060586 -1.45806337],[0. 0. 0. 0. 0. 0.]
7704.831999999999,[ 0.00001198 -0.52361089 -1.22177154 -2.09443599  0.52357173  1.04712772],[-0.25869502 -0.30473625  0.74292585  0.00379885  2.23063072 -1.4580923 ],[0. 0. 0. 0. 0. 0.]
7704.839999999999,[ 0.00002397 -0.52358705 -1.22174722 -2.09436399  0.52354771  1.04712772],[-0.25872514 -0.30473931  0.74292831  0.00388861  2.2305257  -1.45807547],[0. 0. 0. 0. 0. 0.]
7704.848,[ 0.00004794 -0.52357513 -1.22178346 -2.09439975  0.52358371  1.04713964],[-0.25870291 -0.30474543  0.74291422  0.00380806  2.23057078 -1.45803501],[0. 0. 0. 0. 0. 0.]
7704.856,[ 0.00004794 -0.52361089 -1.22177154 -2.09441168  0.52353573  1.04717565],[-0.25869296 -0.3047448   0.74292699  0.00385313  2.230577   -1.45808095],[0. 0. 0. 0. 0. 0.]
7704.864,[ 0.00003595 -0.52358705 -1.22178346 -2.09439975  0.52357173  1.04715168],[-0.25870112 -0.30474213  0.74291771  0.00383392  2.23057746 -1.45805213],[0. 0. 0. 0. 0. 0.]
