t,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,x,y,z,rx,ry,rz,sp1,sp2,sp3,sp4,sp5,sp6,qt1,qt2,qt3,qt4,qt5,qt6,qdt1,qdt2,qdt3,qdt4,qdt5,qdt6,qddt1,qddt2,qddt3,qddt4,qddt5,qddt6
0.0,0.7853959202766418,-1.3089984099017542,0.9599766731262208,-0.174483601246969,0.1745375096797943,-0.1745708624469202,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342692845122984,-0.6659478594585773,0.5744845669845309,1.294087303763166,-1.6535390793273153,2.2809886996732245,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008000000000038199,0.7854079008102417,-1.309009853993551,0.9599523544311525,-0.174483601246969,0.1744895726442337,-0.1745947043048303,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342467763304797,-0.6659380361904433,0.5744957753449011,1.2941974133553658,-1.6534760974573104,2.280966284142299,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01599999999996271,0.7854198813438416,-1.309009853993551,0.9599766731262208,-0.1744716803180139,0.1745015531778335,-0.1745708624469202,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342419242091521,-0.6659419719251419,0.5744852281410374,1.2941632178818945,-1.653538356948207,2.280999680100746,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02400000000000091,0.7854198813438416,-1.3089621702777308,0.9599647521972656,-0.174483601246969,0.1745255291461944,-0.1745465437518518,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342627572881726,-0.6659613277495418,0.5744679022776452,1.2941053907905968,-1.6535879261450273,2.28102332168238,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03200000000003911,0.7854079008102417,-1.308986012135641,0.9599404335021972,-0.1744597593890589,0.1745015531778335,-0.1745708624469202,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342556455991757,-0.6659461519277642,0.5744872149358226,1.2941500303657172,-1.6535409916250785,2.280992865025289,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03999999999996362,0.7854318618774414,-1.308986012135641,0.9599404335021972,-0.1744959990130823,0.1744775921106338,-0.1745584646808069,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342365221151348,-0.6659477712123031,0.574487215972395,1.2942219084765103,-1.6535079944359257,2.2809988571016,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04800000000000182,0.7854079008102417,-1.3090222517596644,0.9599647521972656,-0.1744716803180139,0.1745135337114334,-0.1745708624469202,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342473637780514,-0.6659370474332849,0.574499271139856,1.2941457793802555,-1.6535112562268577,2.2809852884395894,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05600000000004002,0.7853959202766418,-1.3090222517596644,0.9599523544311525,-0.1744716803180139,0.1745015531778335,-0.1746066252337854,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342523542786122,-0.6659332333884919,0.5745033357245011,1.2941740285324124,-1.653464836488025,2.280953582767033,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06399999999996453,0.7854079008102417,-1.308986012135641,0.9599404335021972,-0.1744597593890589,0.1745375096797943,-0.1745584646808069,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1342626435132856,-0.665950830364268,0.5744919850279289,1.294094187342895,-1.6535486366806111,2.281002207113932,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07200000000000273,0.785443902015686,-1.308986012135641,0.9599404335021972,-0.174483601246969,0.1745255291461944,-0.1745708624469202,0.0,0.0,-0.0,0.0,0.0,0.0,-0.134237321176973,-0.6659551049068152,0.5744924878841782,1.294169920978378,-1.653499877832963,2.2810062324054976,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974483,-1.3089969389957474,0.9599310885968813,-0.1745329251994327,0.1745329251994329,-0.1745329251994327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
