t,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,x,y,z,rx,ry,rz,sp1,sp2,sp3,sp4,sp5,sp6,qt1,qt2,qt3,qt4,qt5,qt6,qdt1,qdt2,qdt3,qdt4,qdt5,qdt6,qddt1,qddt2,qddt3,qddt4,qddt5,qddt6
0.0,0.785383939743042,-1.134487454091207,0.7854785919189453,0.174464464187622,5.992112710373476e-05,1.1984225238848012e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1301154821616157,-0.6674257396329133,0.5145763233432954,-0.9102524221944054,1.7431980106500813,-1.8679913036330744,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007999999999810825,0.7853959202766418,-1.134451214467184,0.785430908203125,0.174452543258667,4.793690095539205e-05,5.992112710373476e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1301155384886734,-0.6674354054143541,0.5145738556407147,-0.9102449102231488,1.7431852472333498,-1.8679590756243247,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01599999999962165,0.7854198813438416,-1.1344993750201624,0.7854189872741699,0.174452543258667,3.5952674807049334e-05,2.3968450477696024e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300825412582326,-0.6674214562709775,0.5146050482259605,-0.910370482377957,1.743146406734711,-1.867995336745707,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023999999999432475,0.785443902015686,-1.134463135396139,0.785430908203125,0.1744285821914672,5.992112710373476e-05,3.5952674807049334e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300837580644085,-0.6674419046622755,0.5145815323684333,-0.910331425486002,1.743146969718281,-1.867975745931284,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0319999999992433,0.7854079008102417,-1.134475056325094,0.7854547500610352,0.1744765043258667,4.793690095539205e-05,2.3968450477696024e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.130099497313491,-0.6674288706279101,0.514577743257301,-0.910265771521691,1.7431744111289975,-1.8679591045973227,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039999999999054126,0.7854079008102417,-1.134487454091207,0.7854666709899902,0.1744765043258667,2.3968450477696024e-05,2.3968450477696024e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300916457400039,-0.6674209673945855,0.5145790312340621,-0.9102850050182344,1.743160316951778,-1.867941041092984,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04799999999886495,0.7854079008102417,-1.134475056325094,0.785430908203125,0.1744405031204223,2.3968450477696024e-05,4.793690095539205e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300967170305247,-0.6674260863151191,0.5145863810994208,-0.9103216171735422,1.7431552805219013,-1.8679633255978565,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.056000000000494765,0.7854198813438416,-1.1345232168780726,0.7854428291320801,0.1744765043258667,4.793690095539205e-05,2.3968450477696024e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300767339122345,-0.6674156159105088,0.5146094957565209,-0.9103362845436092,1.74315694473433,-1.8679894570314868,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06400000000030559,0.7854198813438416,-1.134475056325094,0.7854428291320801,0.1744765043258667,5.992112710373476e-05,2.3968450477696024e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300934007250222,-0.6674323511638152,0.5145828887473328,-0.9102772026618468,1.7431705849020471,-1.867968258979724,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07200000000011642,0.7854198813438416,-1.1344993750201624,0.7854428291320801,0.174464464187622,4.793690095539205e-05,-1.1746083394825746e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300846701899818,-0.6674235831057692,0.5145962434577972,-0.9103610781210244,1.7431533669702333,-1.8680044851082829,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07999999999992724,0.7854079008102417,-1.134463135396139,0.785430908203125,0.174452543258667,4.793690095539205e-05,3.5952674807049334e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1301039707934786,-0.6674333798172808,0.514580580446001,-0.91029049749019,1.7431709874550607,-1.8679741457484944,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08799999999973807,0.7854079008102417,-1.134475056325094,0.7854428291320801,0.174464464187622,3.5952674807049334e-05,1.1984225238848012e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300977145749337,-0.6674270835111171,0.5145819648812195,-0.9103123203205152,1.74316226410317,-1.8679725567519987,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09599999999954889,0.7854198813438416,-1.134475056325094,0.7854189872741699,0.1744405031204223,5.992112710373476e-05,1.1984225238848012e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300950956008386,-0.6674340736714567,0.5145926476349073,-0.9103514808183448,1.7431603595752172,-1.868013494579752,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10399999999935972,0.7854198813438416,-1.134475056325094,0.7854428291320801,0.174464464187622,5.992112710373476e-05,1.1984225238848012e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300941937486671,-0.6674331490365264,0.5145830854802609,-0.9103020554779094,1.7431671387028176,-1.8679833855536183,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11199999999917054,0.7854318618774414,-1.1344993750201624,0.7854065895080566,0.1744285821914672,4.793690095539205e-05,1.1984225238848012e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300780091098356,-0.6674265110058628,0.5146107689965633,-0.9104195923359216,1.7431373536487569,-1.868027422828941,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11999999999898137,0.7854318618774414,-1.1344993750201624,0.7854547500610352,0.1744765043258667,4.793690095539205e-05,3.5952674807049334e-05,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1300762192507872,-0.6674246752762961,0.5145914615185805,-0.9102954561815664,1.7431544168673374,-1.8679518114846465,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974492,-1.1344640137963138,0.7853981633974483,0.1745329251994332,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
